StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q3.1,Q4.1,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q6.1,Q6.2,Q6.3,Q7.1_1,Q8.2,Q8.3,Q8.4,Q8.5,Q8.6,Added - Q1,Added - Q2,Added - Q3,Added - Q4,Added - Q5,Added - Q6,Added - Q7,Added - Q8,Added - Q9,Q40.1,Q_BallotBoxStuffing,rid,pid,SUPPLIER_ID,SUPNAME,screener,who,outcome,casualty
2021-08-30 02:16:11,2021-08-30 02:20:44,IP Address,100,272,True,2021-08-30 02:20:44,R_vB1YH2BtmehFmgN,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,どちらともいえない,やや良い,かなり悪い,どちらともいえない,かなり悪い,ほとんど信頼することができない,かなり信頼することができる,ほとんど信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,4,女,30,高校・旧制中学校,北海道,４００〜５９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらかといえば、評価すると思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612c7790-fa88-0417-1893-bf3f83e3c491,19344846,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:10:43,2021-08-30 02:20:55,IP Address,100,612,True,2021-08-30 02:20:56,R_24qQ1dhWWOgFMje,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,かなり悪い,どちらともいえない,やや悪い,やや悪い,どちらともいえない,やや悪い,ほとんど信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,日本維新の会,4,女,26,大学・大学院,大阪府,６００〜７９９万円,どちらかといえば、評価しない,どちらかといえば、支持しない,どちらともいえない,どちらともいえない,どちらかといえば、評価すると思う,何もない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612c765a-b5c7-c1c0-b7fb-b9dd7fd3906f,25699376,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 02:11:16,2021-08-30 02:21:33,IP Address,100,616,True,2021-08-30 02:21:33,R_306N1wviH9Xkmcu,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,かなり悪い,かなり悪い,やや悪い,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,その他,4,男,74,高校・旧制中学校,奈良県,２００〜３９９万円,どちらかといえば、評価する,どちらともいえない,どちらともいえない,どちらともいえない,どちらかといえば、評価すると思う,難しい問題で何とも言えない。,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,私の立場では考えが浮かばない。,,612c766a-79cb-6f7f-c365-3ff81d8d33f1,25777563,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:11:42,2021-08-30 02:21:35,IP Address,100,592,True,2021-08-30 02:21:35,R_6lD9TVCeg2EFaOR,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,どちらともいえない,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,立憲民主党,3,男,45,専門学校,千葉県,２００〜３９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価すると思う,何もない,国会,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612c7649-e5bd-7ff3-ae51-25ac4f7e7cee,103201809,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:15:21,2021-08-30 02:22:06,IP Address,100,404,True,2021-08-30 02:22:06,R_ApQHumFDFXqDwSl,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,やや悪い,かなり悪い,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,4,女,44,高校・旧制中学校,北海道,０〜１９９万円,評価しない,支持しない,どちらともいえない,どちらかといえば、同意する,評価しないと思う,大事なことだと思いますが、今の自衛隊の法律や実力、経験を考えると出来ないのではないかと思っています。,防衛大臣,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612c7768-6179-5076-3d9b-4b67c5f383ad,21884660,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:11:05,2021-08-30 02:22:07,IP Address,100,662,True,2021-08-30 02:22:07,R_2zej88Ildn57aER,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本維新の会,4,女,40,短大・高専,兵庫県,０〜１９９万円,評価する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、同意しない,どちらともいえない,何もない,防衛大臣,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612c765e-136e-4cf5-cae5-4e695bab7768,102324221,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:14:07,2021-08-30 02:22:15,IP Address,100,488,True,2021-08-30 02:22:16,R_1QLdegSpreqHRQZ,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,やや良い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,ほとんど信頼することができない,自由民主党,あまり熱心でない支持者,,5,男,41,専門学校,茨城県,０〜１９９万円,どちらかといえば、評価しない,支持する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価すると思う,何もない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612c7733-dc64-3d5a-1c63-335c2e9ced1f,21857015,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:09:02,2021-08-30 02:22:41,IP Address,100,818,True,2021-08-30 02:22:41,R_2PuKrYOCTrVgxH2,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,かなり悪い,どちらともいえない,どちらともいえない,かなり悪い,やや悪い,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,男,55,高校・旧制中学校,茨城県,４００〜５９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,"よく考えて最善を尽くしてもらいたい。
なすすべがなかったというようなことがないように。",菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,コロナ問題だけでも大変な時に、このような問題が起こって今後世界はどうなってしまうのかとても不安です。,,612c75af-36f4-df14-dca9-31535a5e9a29,103332663,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 02:18:56,2021-08-30 02:22:45,IP Address,100,228,True,2021-08-30 02:22:45,R_1dy8xAXycZ9A6EY,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,やや良い,どちらともいえない,どちらともいえない,やや良い,どちらともいえない,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,女,47,高校・旧制中学校,岐阜県,８００〜９９９万円,どちらかといえば、評価する,どちらともいえない,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、評価しないと思う,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612c7816-5097-d08a-6407-e2cc2280b9b7,103528644,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 02:13:47,2021-08-30 02:22:47,IP Address,100,539,True,2021-08-30 02:22:48,R_qISe6VXS0v5eVeF,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本維新の会,4,女,72,高校・旧制中学校,京都府,２００〜３９９万円,どちらともいえない,どちらともいえない,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,何もない,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612c770a-ea0d-54ac-5487-8e57980581b6,102542642,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:13:58,2021-08-30 02:23:02,IP Address,100,543,True,2021-08-30 02:23:03,R_2atXeD9quEIkI34,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや良い,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,日本維新の会,あまり熱心でない支持者,,2,女,37,専門学校,大阪府,６００〜７９９万円,どちらともいえない,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、同意する,どちらかといえば、評価しないと思う,タリバンとアフガニスタン国軍との衝突を長期化させないよう国連などの介入は必須だと思う。,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,こういったアンケートに回答する事は、国際情勢を再認識する機会となり貴重だと感じました。,,612c771d-d825-ff1b-ea5b-70261e52c73d,25368368,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:19:43,2021-08-30 02:24:07,IP Address,100,263,True,2021-08-30 02:24:07,R_3oRvs5bjHdCnHow,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,ほとんど信頼することができない,やや信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,あまり信頼することができない,どの政党も支持していない,,日本共産党,4,女,58,高校・旧制中学校,神奈川県,２００〜３９９万円,評価しない,支持しない,どちらかといえば、支持しない,どちらともいえない,どちらともいえない,何もない,菅首相,作戦は失敗し、２台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612c7868-afcf-b42e-8141-c0f8387d4b63,103468505,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:21:20,2021-08-30 02:24:12,IP Address,100,172,True,2021-08-30 02:24:13,R_22J1nLsS9zW2cSo,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,やや悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,どの政党も支持していない,,国民民主党,4,女,20,大学・大学院,埼玉県,４００〜５９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,何も無い,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612c78bb-d265-8619-5b68-3ec83f0080b5,17798044,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 02:12:42,2021-08-30 02:24:36,IP Address,100,713,True,2021-08-30 02:24:36,R_bf4iPYCwkwu7E4N,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,かなり悪い,やや悪い,やや悪い,やや悪い,やや悪い,かなり悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,立憲民主党,あまり熱心でない支持者,,3,男,72,高校・旧制中学校,鳥取県,４００〜５９９万円,どちらかといえば、評価しない,支持する,支持する,どちらかといえば、同意しない,評価すると思う,対応が遅い。アメリカの影に隠れて何もしないのかと思っていたが、自衛隊派遣は遅いけど評価できる。まだ、結果は出ないけど。,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612c76a9-c0d8-3209-0c60-2bfb5d752cc2,103311212,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:20:56,2021-08-30 02:24:44,IP Address,100,228,True,2021-08-30 02:24:45,R_6EDoquMkdySgAcp,anonymous,JA,0.89999997615814208984375,参加することに同意します,全く注意していない,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,かなり悪い,ほとんど信頼することができない,やや信頼することができる,あまり信頼することができない,ほとんど信頼することができない,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,4,女,45,専門学校,長野県,０〜１９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらかといえば、評価しないと思う,何もない,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612c78a4-974a-9166-5033-eaa14f636f0e,eeb49d5b-6d13-493d-9404-bd71f948a9eb,1435,ResearchonMobile,,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:18:58,2021-08-30 02:24:55,IP Address,100,356,True,2021-08-30 02:24:55,R_3R4VKiwpBLQFpYV,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",かなり悪い,やや悪い,どちらともいえない,どちらともいえない,かなり悪い,どちらともいえない,かなり悪い,ほとんど信頼することができない,やや信頼することができる,あまり信頼することができない,かなり信頼することができる,あまり信頼することができない,どの政党も支持していない,,立憲民主党,4,女,27,大学・大学院,北海道,４００〜５９９万円,どちらともいえない,どちらかといえば、支持しない,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価すると思う,何もない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612c7851-beeb-1fcf-aa57-de7c13ed7cd7,103439529,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:20:55,2021-08-30 02:25:34,IP Address,100,279,True,2021-08-30 02:25:35,R_9tqR9z5mxCUqSid,anonymous,JA,1,参加することに同意します,時々注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,自由民主党,6,男,47,高校・旧制中学校,千葉県,８００〜９９９万円,どちらかといえば、評価しない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,現時点では、特になし,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,何もない,,612c78b7-b14f-7086-3406-12589075b88a,102975539,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 02:21:36,2021-08-30 02:25:43,IP Address,100,246,True,2021-08-30 02:25:44,R_2YE4NNlFqURLYs2,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,やや悪い,やや悪い,かなり悪い,やや悪い,やや悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,自由民主党,あまり熱心でない支持者,,6,女,30,大学・大学院,岐阜県,４００〜５９９万円,どちらかといえば、評価しない,どちらかといえば、支持しない,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価すると思う,なんとかして、退避希望者たちを退避できるよう他の国と協力して行ってほしい,防衛大臣,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612c78f1-7af1-4eaf-d3fe-c9c6f933bb1c,25588311,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:23:41,2021-08-30 02:25:46,IP Address,100,124,True,2021-08-30 02:25:46,R_2VQIR3emDIWveGJ,anonymous,JA,1,参加することに同意します,全く注意していない,"毎日,まったくない",かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,かなり悪い,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,どの政党も支持していない,,その他,4,男,49,大学・大学院,岩手県,２００〜３９９万円,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,どちらともいえない,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612c7954-b22f-ce2f-f9f7-72a8b0ae6188,102001034,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 02:08:06,2021-08-30 02:25:53,IP Address,100,1066,True,2021-08-30 02:25:53,R_3nJfcLZ5BUBi3y4,anonymous,JA,0.89999997615814208984375,参加することに同意します,たまに注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,やや良い,どちらともいえない,かなり悪い,やや良い,やや悪い,あまり信頼することができない,かなり信頼することができる,ほとんど信頼することができない,ほとんど信頼することができない,ほとんど信頼することができない,日本維新の会,あまり熱心でない支持者,,3,男,56,高校・旧制中学校,福岡県,４００〜５９９万円,どちらかといえば、評価する,どちらかといえば、支持する,支持する,どちらともいえない,評価すると思う,国連に　従う国にならないと協力は難しいと思う,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,"失敗の　内容が分からないので　もやっとする
空のバスを動かなくされたのか　移動中に拘束されたのか　銃撃されたのか
結局　運びたかった人は何処にいるのか　隊員は何処にいるのか　等。",,612c75a1-ba6f-3681-0199-d707dd57f26c,101764419,1119,GMOResearch-Link,,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
2021-08-30 02:11:46,2021-08-30 02:26:09,IP Address,100,863,True,2021-08-30 02:26:09,R_1rD0WEBPxgFszTP,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや良い,やや悪い,やや良い,どちらともいえない,やや悪い,やや良い,やや良い,あまり信頼することができない,かなり信頼することができる,やや信頼することができる,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,女,23,大学・大学院,愛知県,０〜１９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、評価すると思う,アメリカの判断に頼りきらない対応ができると良いと思う。,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何も無い,,612c768e-2eca-e89b-c387-6b8c916ca3f1,103530507,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:17:35,2021-08-30 02:26:14,IP Address,100,519,True,2021-08-30 02:26:15,R_3m44piWh7p1BOrf,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",どちらともいえない,どちらともいえない,やや良い,やや良い,どちらともいえない,やや良い,やや良い,やや信頼することができる,やや信頼することができる,やや信頼することができる,あまり信頼することができない,やや信頼することができる,自由民主党,あまり熱心でない支持者,,4,男,72,大学・大学院,栃木県,２００〜３９９万円,どちらかといえば、評価する,支持する,支持する,どちらともいえない,どちらともいえない,日本人救出には最大限努力すべき,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出た,難しい判断が必要になる国際問題である,,612c77e0-6d8f-1246-9e6d-23b96faec6e0,102526779,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 02:18:49,2021-08-30 02:26:26,IP Address,100,457,True,2021-08-30 02:26:26,R_cMTkNNOKXfLgHmx,anonymous,JA,1,参加することに同意します,いつも注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,かなり悪い,どちらともいえない,かなり悪い,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,やや信頼することができる,やや信頼することができる,どの政党も支持していない,,立憲民主党,3,男,56,短大・高専,千葉県,８００〜９９９万円,どちらともいえない,どちらかといえば、支持する,どちらかといえば、支持する,同意しない,どちらかといえば、評価すると思う,自衛隊機を派遣したことは評価できるが、初動が遅すぎる。,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612c7817-e018-2135-fc6f-8a1324b8ca15,25782269,1303,"Monitas(Gain,Inc.)-Link",,自衛隊の統合任務部隊指揮官,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:21:53,2021-08-30 02:27:05,IP Address,100,312,True,2021-08-30 02:27:06,R_3m3SnRm3gHgmY7J,anonymous,JA,1,参加することに同意します,たまに注意を払っている,"毎日,まったくない",どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,やや悪い,どちらともいえない,どちらともいえない,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,やや信頼することができる,その他,あまり熱心でない支持者,,5,女,57,高校・旧制中学校,北海道,４００〜５９９万円,どちらかといえば、評価しない,どちらかといえば、支持する,どちらかといえば、支持する,どちらともいえない,どちらかといえば、評価すると思う,何もない,防衛大臣,作戦は成功し、５台すべてを無事に空港まで護送することができた,出た,何もない,,612c78f0-2d7d-c1f2-19e5-bf67c93e7d58,25336880,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,複数の死傷者が出ました
2021-08-30 02:22:57,2021-08-30 02:27:08,IP Address,100,250,True,2021-08-30 02:27:08,R_2YzatmUVTKytgmJ,anonymous,JA,0.699999988079071044921875,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,やや悪い,かなり悪い,やや悪い,ほとんど信頼することができない,やや信頼することができる,あまり信頼することができない,ほとんど信頼することができない,あまり信頼することができない,どの政党も支持していない,,その他,5,男,24,大学・大学院,新潟県,２００〜３９９万円,どちらかといえば、評価しない,どちらかといえば、支持しない,どちらかといえば、支持する,どちらかといえば、同意する,どちらかといえば、評価しないと思う,何もない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612c788b-bfa1-550c-fe13-ffd9eac84252,9544715,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 02:22:56,2021-08-30 02:27:27,IP Address,100,270,True,2021-08-30 02:27:27,R_1N3XEHc8azlotPk,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,やや悪い,どちらともいえない,やや悪い,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,やや信頼することができる,どの政党も支持していない,,自由民主党,5,男,55,大学・大学院,千葉県,８００〜９９９万円,どちらともいえない,どちらかといえば、支持しない,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、評価すると思う,紛争が収まりそうな気がしない,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができた,出なかった,何もない,,612c7919-95e1-f056-7b02-4215efe67bf8,102779328,1119,GMOResearch-Link,,菅首相,作戦は成功し、５台すべてを無事に空港まで護送することができました,死傷者は出ませんでした
2021-08-30 02:18:25,2021-08-30 02:27:43,IP Address,100,558,True,2021-08-30 02:27:44,R_1jHyYuYOW5xmPaq,anonymous,JA,0.89999997615814208984375,参加することに同意します,時々注意を払っている,"毎日,まったくない",やや悪い,やや悪い,どちらともいえない,やや悪い,やや悪い,やや悪い,やや悪い,ほとんど信頼することができない,やや信頼することができる,あまり信頼することができない,あまり信頼することができない,あまり信頼することができない,国民民主党,あまり熱心でない支持者,,3,男,47,高校・旧制中学校,神奈川県,１０００〜１１９９万円,どちらかといえば、評価しない,どちらかといえば、支持しない,どちらかといえば、支持しない,どちらともいえない,どちらかといえば、評価しないと思う,日本政府がなにかしているのかが見えてこない。,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,死傷者に関する記載はなかった,何もない,,612c780d-02a2-7e9d-4e67-f46356b4714d,100619268,1119,GMOResearch-Link,,自衛隊の統合任務部隊指揮官,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,複数の死傷者が出ました
2021-08-30 02:22:43,2021-08-30 02:28:06,IP Address,100,323,True,2021-08-30 02:28:06,R_1cTBrhwfgFLKS8Q,anonymous,JA,0.800000011920928955078125,参加することに同意します,たまに注意を払っている,"毎日,まったくない",やや良い,どちらともいえない,どちらともいえない,やや良い,どちらともいえない,どちらともいえない,どちらともいえない,やや信頼することができる,やや信頼することができる,あまり信頼することができない,やや信頼することができる,あまり信頼することができない,どの政党も支持していない,,自由民主党,4,男,57,専門学校,福島県,４００〜５９９万円,どちらかといえば、評価する,どちらかといえば、支持する,どちらかといえば、支持する,どちらかといえば、同意する,評価すると思う,何もない,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができなかった,出なかった,何もない,,612c7906-49cb-d7d4-9aac-4e5b46ff1917,25780360,1303,"Monitas(Gain,Inc.)-Link",,菅首相,作戦は失敗し、１台を除いて無事に空港まで護送することができませんでした,死傷者は出ませんでした
